veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,split
0.32,0.358325862,0,0,0,HBACK,4,F,C,5,T
0.91,0.387049294,0,0,0,HBACK,3,F,C,2,T
0.91,0.134987888,0,0,0,SEDAN,3,F,C,3,T
2.56,0.18456681,0,0,0,STNWG,3,M,C,3,T
2.24,0.513644394,0,0,0,STNWG,3,F,C,2,T
1.11,0.627771756,0,0,0,HBACK,2,M,C,3,T
0.85,0.353444446,0,0,0,HBACK,4,F,C,1,T
0.45,0.833616818,0,0,0,HBACK,4,F,C,4,T
1.66,0.70760536,0,0,0,SEDAN,3,M,C,3,T
1.5,0.77776122,0,0,0,SEDAN,3,F,C,4,T
4.07,0.464461543,0,0,0,STNWG,1,M,C,4,T
0.75,0.397018279,0,0,0,HBACK,3,M,C,5,T
0.87,0.873403905,0,0,0,SEDAN,4,M,C,4,T
0.29,0.409575909,0,0,0,SEDAN,4,F,C,2,T
5.44,0.790020707,0,0,0,STNWG,1,M,C,4,T
0.93,0.352401152,0,0,0,SEDAN,3,F,C,4,T
4.96,0.029678527,0,0,0,SEDAN,2,M,C,3,T
1.29,0.194287827,0,0,0,HBACK,2,F,C,1,T
0.33,0.064101709,0,0,0,SEDAN,4,M,C,5,T
1.25,0.932180398,0,0,0,HBACK,2,M,C,4,T
1.86,0.740948307,0,0,0,SEDAN,2,M,C,5,T
1.12,0.010539985,0,0,0,UTE,4,M,C,1,T
0.44,0.205812671,0,0,0,SEDAN,4,F,C,6,T
0.66,0.791702824,0,0,0,SEDAN,4,F,C,5,T
2.8,0.067590628,0,0,0,STNWG,1,F,C,4,T
4.01,0.458063331,0,0,0,TRUCK,2,M,C,4,T
1.97,0.786355674,0,0,0,SEDAN,2,M,C,1,T
1.42,0.926969237,0,0,0,COUPE,3,F,C,2,T
1.52,0.472968084,0,0,0,HBACK,2,M,C,4,T
3.46,0.277249559,0,0,0,STNWG,2,M,C,6,T
1.76,0.691367539,0,0,0,SEDAN,2,F,C,4,T
1.97,0.339483211,0,0,0,PANVN,2,M,C,1,T
1.65,0.476287114,0,0,0,STNWG,3,F,C,2,T
0.46,0.067917053,0,0,0,SEDAN,4,F,C,4,T
4.51,0.266686246,0,0,0,SEDAN,2,M,C,1,T
2.27,0.309073886,0,0,0,HBACK,1,F,C,3,T
1.98,0.078030749,0,0,0,STNWG,3,M,C,5,T
1.03,0.357615085,0,0,0,HBACK,3,F,C,1,T
1.51,0.935465255,0,0,0,UTE,4,M,C,3,T
1.93,0.086804285,0,0,0,HBACK,1,F,C,6,T
2.91,0.129767842,0,0,0,SEDAN,1,M,C,3,T
1.1,0.620348581,0,0,0,SEDAN,4,F,C,2,T
1.23,0.786494269,0,0,0,SEDAN,3,M,C,5,T
1.7,0.811098919,0,0,0,SEDAN,2,M,C,4,T
1.74,0.52584634,0,0,0,UTE,3,M,C,4,T
1.98,0.812220738,0,0,0,SEDAN,2,F,C,3,T
1.13,0.28663697,0,0,0,HBACK,4,F,C,3,T
1.73,0.150581723,0,0,0,HBACK,2,F,C,1,T
0.79,0.737486565,0,0,0,SEDAN,4,M,C,1,T
0.71,0.079766981,0,0,0,STNWG,4,M,C,3,T
1.52,0.999334121,0,0,0,SEDAN,2,F,C,5,T
0.89,0.765385106,0,0,0,HBACK,4,F,C,5,T
1.64,0.824151954,0,0,0,HBACK,2,F,C,3,T
1.51,0.723645429,0,0,0,HBACK,1,F,C,2,T
2.72,0.746785422,0,0,0,STNWG,2,M,C,3,T
0.47,0.06489347,0,0,0,UTE,4,F,C,4,T
4.11,0.629866976,0,0,0,UTE,1,M,C,3,T
0.88,0.382598757,0,0,0,HBACK,4,F,C,5,T
1.2,0.753536804,0,0,0,SEDAN,3,F,C,4,T
1.19,0.116088604,0,0,0,SEDAN,4,F,C,5,T
1.36,0.554244707,0,0,0,HBACK,2,M,C,6,T
1.43,0.781356528,0,0,0,SEDAN,3,F,C,4,T
2.86,0.20329146,0,0,0,STNWG,2,F,C,4,T
0.88,0.192908484,0,0,0,HBACK,3,F,C,2,T
4.47,0.780964672,0,0,0,STNWG,1,M,C,5,T
0.65,0.786436826,0,0,0,UTE,4,M,C,6,T
1.63,0.839840986,0,0,0,HBACK,2,M,C,4,T
2.07,0.025196417,0,0,0,SEDAN,1,M,C,4,T
1.06,0.225206455,0,0,0,SEDAN,3,M,C,5,T
2.58,0.496672981,0,0,0,HDTOP,1,F,C,4,T
1.06,0.425212856,0,0,0,SEDAN,3,F,C,1,T
2.69,0.354689626,0,0,0,SEDAN,1,M,C,3,T
0.8,0.785158833,0,0,0,HBACK,3,F,C,4,T
2.13,0.136223572,0,0,0,SEDAN,2,F,C,2,T
2.48,0.812144865,0,0,0,SEDAN,1,M,C,6,T
0.89,0.73395296,0,0,0,HBACK,3,F,C,3,T
4.5,0.448752921,0,0,0,STNWG,2,M,C,3,T
1.21,0.575456059,0,0,0,COUPE,4,M,C,4,T
1.14,0.908960794,0,0,0,SEDAN,4,F,C,2,T
1.79,0.069801175,0,0,0,SEDAN,2,M,C,6,T
4.14,0.120430229,0,0,0,STNWG,2,M,C,2,T
2.4,0.520642972,0,0,0,SEDAN,2,M,C,3,T
0.96,0.293990681,0,0,0,HBACK,3,F,C,4,T
1.8,0.490677963,0,0,0,SEDAN,2,F,C,5,T
2.76,0.493577765,0,0,0,SEDAN,1,F,C,5,T
1.24,0.192235376,0,0,0,SEDAN,3,F,C,4,T
1.74,0.009748251,0,0,0,HBACK,1,M,C,2,T
1.49,0.144551242,0,0,0,HBACK,1,F,C,1,T
1.25,0.400130129,0,0,0,SEDAN,3,M,C,3,T
1.39,0.567686153,0,0,0,HBACK,2,F,C,4,T
0.45,0.228674951,0,0,0,HBACK,4,M,C,2,T
1.65,0.320354495,0,0,0,UTE,3,M,C,2,T
1.96,0.068902884,0,0,0,SEDAN,1,M,C,5,T
1.6,0.085463398,0,0,0,SEDAN,3,M,C,1,T
1.36,0.106959561,0,0,0,SEDAN,3,F,C,4,T
0.72,0.078086669,0,0,0,SEDAN,4,F,C,4,T
1.48,0.226765679,0,0,0,HBACK,3,M,C,1,T
2.87,0.733757168,0,0,0,UTE,2,M,C,4,T
3.79,0.058892953,0,0,0,STNWG,2,M,C,1,T
1.79,0.701159687,0,0,0,SEDAN,2,M,C,1,T
2.09,0.877466407,0,0,0,PANVN,2,M,C,3,T
1.49,0.134442232,0,0,0,HBACK,2,F,C,5,T
3.09,0.179106849,0,0,0,STNWG,2,F,C,4,T
1.64,0.825693892,0,0,0,HBACK,2,F,C,4,T
2.89,0.09722696,0,0,0,STNWG,1,F,C,3,T
1.6,0.863084345,0,0,0,SEDAN,2,M,C,3,T
0.52,0.525737204,0,0,0,HBACK,4,M,C,3,T
1.97,0.773129154,0,0,0,HBACK,3,M,C,4,T
2.02,0.109446473,0,0,0,HBACK,1,M,C,4,T
1.66,0.117161743,0,0,0,SEDAN,3,F,C,3,T
1.11,0.094341931,0,0,0,SEDAN,3,M,C,3,T
0.71,0.833698392,0,0,0,SEDAN,4,M,C,2,T
0.48,0.100225658,0,0,0,SEDAN,4,F,C,4,T
1.65,0.563600577,0,0,0,HBACK,1,F,C,1,T
0.71,0.561243588,0,0,0,SEDAN,4,F,C,5,T
3.36,0.065934289,0,0,0,PANVN,1,M,C,3,T
1.53,0.522230812,0,0,0,SEDAN,2,F,C,3,T
1.85,0.480241906,0,0,0,SEDAN,2,M,C,5,T
1.89,0.675768192,0,0,0,HBACK,2,F,C,5,T
1.42,0.489102805,0,0,0,UTE,3,M,C,2,T
1.07,0.532539696,0,0,0,SEDAN,4,F,C,4,T
1.23,0.307411336,0,0,0,MIBUS,4,F,C,6,T
1.46,0.343549943,0,0,0,SEDAN,3,F,C,3,T
0.49,0.522539336,0,0,0,HBACK,4,F,C,2,T
7.84,0.236120668,0,0,0,STNWG,1,F,C,3,T
1.96,0.294031384,0,0,0,HBACK,1,F,C,5,T
1.61,0.107997411,0,0,0,SEDAN,2,F,C,5,T
2.79,0.716150613,0,0,0,STNWG,3,F,C,4,T
0.85,0.334892954,0,0,0,SEDAN,4,F,C,5,T
1.73,0.718448131,0,0,0,STNWG,4,F,C,4,T
1.31,0.911937927,0,0,0,HBACK,2,F,C,1,T
1.96,0.020745737,0,0,0,SEDAN,1,F,C,6,T
2.2,0.859037023,0,0,0,STNWG,2,M,C,4,T
2.2,0.26972095,0,0,0,STNWG,2,F,C,3,T
2.3,0.499457204,0,0,0,SEDAN,2,F,C,4,T
0.77,0.305980079,0,0,0,HBACK,3,M,C,2,T
3.41,0.070251278,0,0,0,STNWG,3,M,C,4,T
2.7,0.178079572,0,0,0,SEDAN,1,F,C,1,T
3.19,0.058920679,0,0,0,STNWG,2,F,C,5,T
3.39,0.290313811,0,0,0,STNWG,2,M,C,3,T
1.88,0.042875891,0,0,0,SEDAN,2,F,C,3,T
2.15,0.478695041,0,0,0,SEDAN,1,M,C,5,T
1.41,0.492676098,0,0,0,SEDAN,3,M,C,5,T
2.66,0.921399768,0,0,0,STNWG,3,M,C,2,T
0.43,0.04821758,0,0,0,SEDAN,4,M,C,3,T
1.66,0.117534145,0,0,0,SEDAN,2,F,C,2,T
6.63,0.445001611,0,0,0,STNWG,1,F,C,2,T
0.57,0.777616138,0,0,0,SEDAN,4,F,C,6,T
2.49,0.405968304,0,0,0,STNWG,2,F,C,3,T
2.43,0.77328764,0,0,0,SEDAN,1,M,C,4,T
1.33,0.964210199,0,0,0,UTE,4,F,C,2,T
0.89,0.129136261,0,0,0,COUPE,3,F,C,2,T
1.72,0.174256818,0,0,0,SEDAN,2,M,C,3,T
0.98,0.882689302,0,0,0,HBACK,3,F,C,5,T
0.89,0.778966342,0,0,0,SEDAN,3,F,C,5,T
0.86,0.773235924,0,0,0,HBACK,3,F,C,2,T
0.46,0.294061897,0,0,0,HBACK,4,F,C,2,T
0.38,0.918286236,0,0,0,SEDAN,4,F,C,3,T
1.21,0.132970012,0,0,0,HBACK,3,F,C,1,T
2.18,0.030142497,0,0,0,STNWG,3,F,C,4,T
3.03,0.582601155,0,0,0,STNWG,1,M,C,2,T
1.86,0.441879533,0,0,0,SEDAN,1,M,C,4,T
1.43,0.487115514,0,0,0,SEDAN,3,F,C,3,T
4.81,0.673209466,0,0,0,STNWG,1,M,C,5,T
1.63,0.977552889,0,0,0,HBACK,3,F,C,1,T
1.13,0.116679066,0,0,0,HBACK,3,M,C,2,T
1.95,0.43704054,0,0,0,HBACK,1,F,C,5,T
3.7,0.737548869,0,0,0,STNWG,2,F,C,5,T
0.77,0.722319299,0,0,0,HBACK,3,F,C,4,T
0.62,0.473765772,0,0,0,SEDAN,4,F,C,2,T
1.46,0.209148038,0,0,0,HBACK,2,F,C,1,T
4.54,0.458168273,0,0,0,UTE,1,F,C,5,T
4.94,0.607491505,0,0,0,STNWG,1,M,C,6,T
1.48,0.249198896,0,0,0,STNWG,4,F,C,3,T
2.01,0.463532628,0,0,0,SEDAN,3,F,C,3,T
1.44,0.252402924,0,0,0,SEDAN,3,M,C,6,T
0.5,0.268859996,0,0,0,SEDAN,4,M,C,2,T
1.59,0.321673627,0,0,0,SEDAN,1,F,C,4,T
0.46,0.696207515,0,0,0,HBACK,4,F,C,2,T
1.36,0.136973435,0,0,0,UTE,3,M,C,3,T
2.66,0.394275447,0,0,0,SEDAN,1,F,C,2,T
1.57,0.772787333,0,0,0,SEDAN,3,F,C,3,T
1.86,0.243859705,0,0,0,HDTOP,4,F,C,2,T
1.38,0.118293681,0,0,0,HBACK,2,F,C,3,T
0.97,0.142549322,0,0,0,UTE,4,M,C,3,T
0.52,0.856789784,0,0,0,HBACK,4,F,C,6,T
1.53,0.492656749,0,0,0,SEDAN,2,F,C,3,T
1.35,0.857392868,0,0,0,HBACK,2,F,C,2,T
1.68,0.148888298,0,0,0,MIBUS,4,F,C,2,T
1.39,0.069501598,0,0,0,COUPE,3,M,C,4,T
2.28,0.890101479,0,0,0,HBACK,2,F,C,6,T
1.98,0.49238907,0,0,0,SEDAN,1,F,C,1,T
1.69,0.792500202,0,0,0,UTE,3,M,C,3,T
1.35,0.288139486,0,0,0,HBACK,4,M,C,3,T
1.55,0.538394214,0,0,0,UTE,4,M,C,5,T
1.61,0.151528796,0,0,0,SEDAN,2,F,C,4,T
3.64,0.21575092,0,0,0,SEDAN,3,M,C,5,T
3.27,0.131618707,0,0,0,TRUCK,3,M,C,3,T
0.94,0.394292307,0,0,0,HBACK,3,F,C,2,T
2.38,0.555431111,0,0,0,STNWG,4,F,C,5,T
1.9,0.41065577,0,0,0,SEDAN,2,M,C,1,T
0.99,0.131976035,0,0,0,HBACK,2,F,C,2,T
1.71,0.480675951,0,0,0,SEDAN,2,M,C,6,T
2.12,0.490610842,0,0,0,SEDAN,2,F,C,6,T
1.82,0.525082766,0,0,0,HBACK,2,F,C,1,T
2.03,0.524435386,0,0,0,STNWG,2,M,C,2,T
0.43,0.421609596,0,0,0,STNWG,4,F,C,4,T
1.58,0.095047357,0,0,0,HBACK,3,M,C,5,T
0.99,0.288554116,0,0,0,SEDAN,3,M,C,6,T
1.91,0.433770329,0,0,0,SEDAN,1,F,C,5,T
0.59,0.091117285,0,0,0,UTE,4,F,C,4,T
1.25,0.723330091,0,0,0,SEDAN,4,F,C,6,T
0.85,0.422395825,0,0,0,SEDAN,3,F,C,3,T
0.95,0.918526586,0,0,0,PANVN,3,M,C,3,T
0.81,0.778687687,0,0,0,SEDAN,4,F,C,1,T
0.59,0.487418112,0,0,0,PANVN,4,M,C,5,T
0.62,0.480292168,0,0,0,SEDAN,4,F,C,3,T
0.46,0.538088984,0,0,0,HBACK,4,F,C,4,T
1.11,0.169698698,0,0,0,SEDAN,3,F,C,2,T
2.28,0.153685733,0,0,0,STNWG,2,F,C,2,T
3.53,0.542928981,0,0,0,STNWG,2,F,C,1,T
2.06,0.150656618,0,0,0,HBACK,1,F,C,3,T
1.01,0.825285313,0,0,0,SEDAN,3,F,C,5,T
2.77,0.211316908,0,0,0,STNWG,4,F,C,5,T
1.27,0.09830975,0,0,0,STNWG,4,F,C,5,T
1.5,0.775933392,0,0,0,HBACK,1,F,C,4,T
2.45,0.824810903,0,0,0,STNWG,3,F,C,4,T
0.48,0.379500983,0,0,0,SEDAN,4,F,C,3,T
2.65,0.171125484,0,0,0,MIBUS,4,F,C,2,T
1.67,0.298826981,0,0,0,SEDAN,2,F,C,5,T
0.94,0.422801971,0,0,0,HBACK,3,F,C,2,T
2.58,0.850372699,0,0,0,STNWG,4,F,C,4,T
1.55,0.295146219,0,0,0,STNWG,4,M,C,3,T
2.2,0.312340927,0,0,0,STNWG,2,M,C,5,T
2.26,0.731143801,0,0,0,SEDAN,1,F,C,4,T
3.72,0.929825717,0,0,0,STNWG,3,F,C,3,T
0.78,0.153475976,0,0,0,HBACK,3,F,C,1,T
1.19,0.725014849,0,0,0,STNWG,4,M,C,4,T
2.76,0.545727462,0,0,0,MIBUS,3,F,C,4,T
0.82,0.093886118,0,0,0,HBACK,3,F,C,5,T
0.73,0.544081213,0,0,0,SEDAN,4,F,C,6,T
4.04,0.427676556,0,0,0,STNWG,1,M,C,5,T
1.22,0.482490748,0,0,0,HBACK,3,M,C,1,T
2.32,0.063727657,0,0,0,STNWG,3,M,C,4,T
1.04,0.219421332,0,0,0,HBACK,4,F,C,2,T
2.12,0.408690352,0,0,0,STNWG,3,F,C,3,T
1.98,0.158509942,0,0,0,SEDAN,2,F,C,4,T
0.99,0.539875586,0,0,0,SEDAN,4,F,C,6,T
3.26,0.159405923,0,0,0,UTE,2,F,C,1,T
1.71,0.055259561,0,0,0,HBACK,2,F,C,3,T
1.25,0.442338817,0,0,0,STNWG,3,M,C,4,T
1.68,0.120594564,0,0,0,SEDAN,2,F,C,4,T
5.92,0.163889075,0,0,0,STNWG,1,F,C,1,T
2.19,0.518898738,0,0,0,STNWG,2,M,C,6,T
1.04,0.505168947,0,0,0,SEDAN,3,F,C,5,T
2.62,0.845537637,0,0,0,SEDAN,2,M,C,2,T
0.58,0.045503255,0,0,0,HBACK,4,F,C,3,T
0.85,0.82188148,0,0,0,HBACK,4,M,C,6,T
1.86,0.589252207,0,0,0,SEDAN,2,M,C,2,T
0.69,0.831585141,0,0,0,HBACK,4,F,C,5,T
2.37,0.237961988,0,0,0,SEDAN,2,M,C,5,T
1.39,0.822943097,0,0,0,SEDAN,3,M,C,4,T
2.38,0.349139283,0,0,0,HBACK,1,F,C,3,T
0.8,0.849672388,0,0,0,SEDAN,4,F,C,3,T
1.1,0.508952228,0,0,0,SEDAN,3,F,C,5,T
2.26,0.821028177,0,0,0,SEDAN,2,M,C,5,T
1.73,0.497141766,0,0,0,SEDAN,3,M,C,4,T
2.4,0.433514808,0,0,0,HBACK,3,F,C,4,T
1.33,0.179109316,0,0,0,SEDAN,3,M,C,6,T
0.68,0.506832582,0,0,0,MIBUS,4,M,C,3,T
1.11,0.508765192,0,0,0,SEDAN,3,F,C,4,T
1.78,0.00549059,0,0,0,HBACK,1,F,C,2,T
1.27,0.545653375,0,0,0,SEDAN,2,M,C,6,T
3.6,0.192858946,0,0,0,STNWG,2,M,C,4,T
2.07,0.39672899,0,0,0,SEDAN,2,F,C,6,T
1.62,0.207326739,0,0,0,HBACK,1,F,C,1,T
1.65,0.507442985,0,0,0,SEDAN,3,F,C,5,T
1.6,0.822171362,0,0,0,HBACK,2,F,C,4,T
0.96,0.522465195,0,0,0,HBACK,3,M,C,2,T
1.06,0.523749665,0,0,0,UTE,4,F,C,3,T
1.48,0.145789574,0,0,0,HBACK,3,M,C,5,T
0.61,0.932824266,0,0,0,PANVN,4,M,C,4,T
1.37,0.071148773,0,0,0,STNWG,4,M,C,6,T
2.19,0.23361928,0,0,0,HBACK,1,F,C,3,T
0.77,0.084796834,0,0,0,HBACK,4,F,C,2,T
1.84,0.11461668,0,0,0,UTE,2,M,C,3,T
1.87,0.723520097,0,0,0,SEDAN,2,F,C,4,T
0.97,0.479319838,0,0,0,HBACK,3,F,C,4,T
3.45,0.826852767,0,0,0,STNWG,3,F,C,6,T
4.76,0.480888732,0,0,0,STNWG,1,M,C,4,T
1.29,0.079680747,0,0,0,SEDAN,3,M,C,3,T
1.61,0.388596778,0,0,0,HBACK,2,M,C,2,T
1.68,0.924147541,0,0,0,SEDAN,3,F,C,4,T
0.98,0.828765669,0,0,0,HBACK,3,F,C,4,T
0.97,0.508842176,0,0,0,HBACK,3,F,C,3,T
2.36,0.500697012,0,0,0,STNWG,2,M,C,5,T
0.55,0.513771017,0,0,0,UTE,4,F,C,2,T
1.04,0.075221873,0,0,0,SEDAN,3,F,C,3,T
0.67,0.999331673,0,0,0,SEDAN,4,M,C,3,T
1.89,0.05380864,0,0,0,SEDAN,2,F,C,5,T
2.5,0.77668426,0,0,0,SEDAN,2,F,C,2,T
0.73,0.302949201,0,0,0,STNWG,4,F,C,1,T
1.25,0.272738854,0,0,0,SEDAN,3,M,C,3,T
1.11,0.796668089,0,0,0,SEDAN,3,M,C,3,T
2.38,0.504376845,0,0,0,STNWG,3,M,C,2,T
0.66,0.065261732,0,0,0,SEDAN,4,F,C,4,T
1.84,0.502436288,0,0,0,SEDAN,2,F,C,2,T
1.25,0.484687287,0,0,0,SEDAN,3,F,C,4,T
0.43,0.190030654,0,0,0,SEDAN,4,F,C,3,T
2.74,0.723477991,0,0,0,SEDAN,1,M,C,2,T
0.57,0.120468527,0,0,0,SEDAN,4,M,C,3,T
1.38,0.400815909,0,0,0,STNWG,4,M,C,5,T
0.74,0.332485365,0,0,0,SEDAN,4,M,C,3,T
3.13,0.956688551,0,0,0,TRUCK,3,M,C,1,T
0.54,0.999325417,0,0,0,PANVN,4,M,C,5,T
3.67,0.600163697,0,0,0,UTE,2,M,C,2,T
1.34,0.487636646,0,0,0,HBACK,2,F,C,1,T
3.73,0.332813088,0,0,0,STNWG,2,M,C,5,T
1.56,0.336617991,0,0,0,SEDAN,2,M,C,5,T
1.89,0.165304332,0,0,0,SEDAN,2,M,C,4,T
0.33,0.41380691,0,0,0,SEDAN,4,F,C,5,T
4.52,0.235941824,0,0,0,UTE,1,M,C,4,T
0.57,0.322897748,0,0,0,HBACK,4,M,C,4,T
2.34,0.395390267,0,0,0,SEDAN,1,F,C,3,T
1.69,0.343783237,0,0,0,SEDAN,3,F,C,4,T
2.82,0.646352051,0,0,0,STNWG,3,F,C,3,T
1.69,0.330322522,0,0,0,HDTOP,4,M,C,5,T
4.91,0.122828127,0,0,0,STNWG,1,M,C,6,T
0.98,0.417589934,0,0,0,SEDAN,3,F,C,4,T
1,0.196868319,0,0,0,SEDAN,3,F,C,4,T
2.95,0.830931199,0,0,0,STNWG,3,M,C,3,T
1.2,0.999320009,0,0,0,STNWG,4,F,C,4,T
3.78,0.452391786,0,0,0,STNWG,2,M,C,4,T
2.33,0.457431656,0,0,0,STNWG,3,M,C,4,T
0.43,0.314945792,0,0,0,SEDAN,4,M,C,3,T
1.27,0.554178287,0,0,0,SEDAN,3,F,C,3,T
1.2,0.390742591,0,0,0,STNWG,4,M,C,2,T
2,0.14048642,0,0,0,UTE,1,M,C,2,T
1.4,0.540614386,0,0,0,HBACK,4,F,C,3,T
1.61,0.331444472,0,0,0,SEDAN,3,M,C,4,T
0.62,0.721004951,0,0,0,SEDAN,4,F,C,5,T
1.82,0.397869131,0,0,0,SEDAN,2,M,C,3,T
1.39,0.095511848,0,0,0,HBACK,2,F,C,1,T
0.78,0.407302579,0,0,0,SEDAN,4,F,C,4,T
0.73,0.032934811,0,0,0,UTE,4,F,C,4,T
0.74,0.542471972,0,0,0,HBACK,3,M,C,5,T
2.4,0.502178566,0,0,0,SEDAN,1,M,C,5,T
1.19,0.83144395,0,0,0,STNWG,4,M,C,2,T
2.01,0.529929213,0,0,0,STNWG,3,M,C,5,T
1.08,0.344500783,0,0,0,HBACK,3,F,C,2,T
1.74,0.415362619,0,0,0,SEDAN,3,M,C,3,T
0.57,0.099889332,0,0,0,SEDAN,4,F,C,2,T
0.41,0.061902769,0,0,0,HBACK,4,F,C,4,T
1.95,0.550533067,0,0,0,HBACK,1,F,C,2,T
2.35,0.18416888,0,0,0,SEDAN,2,M,C,6,T
1.07,0.428672078,0,0,0,SEDAN,3,M,C,4,T
1.49,0.539371512,0,0,0,HBACK,2,F,C,6,T
1.38,0.999329715,0,0,0,STNWG,4,M,C,2,T
1.58,0.546065085,0,0,0,SEDAN,2,M,C,6,T
1.8,0.505916608,0,0,0,SEDAN,2,M,C,2,T
1.31,0.478784447,0,0,0,HBACK,2,F,C,4,T
1.91,0.534100731,0,0,0,HBACK,2,M,C,2,T
3.01,0.264350255,0,0,0,STNWG,1,M,C,4,T
2.23,0.487724318,0,0,0,SEDAN,1,M,C,6,T
2.09,0.515412979,0,0,0,HBACK,1,F,C,3,T
1.19,0.542995388,0,0,0,SEDAN,3,F,C,4,T
1.36,0.155695144,0,0,0,HBACK,2,F,C,5,T
1.38,0.615043452,0,0,0,HBACK,2,M,C,4,T
1.91,0.555297252,0,0,0,STNWG,2,M,C,6,T
0.79,0.524707685,0,0,0,HBACK,4,F,C,5,T
0.73,0.530116333,0,0,0,HBACK,4,M,C,6,T
2.39,0.751881089,0,0,0,STNWG,2,F,C,3,T
0.68,0.722679282,0,0,0,HBACK,4,F,C,3,T
1.03,0.143364689,0,0,0,HBACK,2,M,C,2,T
1.52,0.17050386,0,0,0,HBACK,1,F,C,1,T
1.53,0.37397297,0,0,0,HBACK,1,F,C,4,T
1.9,0.190902587,0,0,0,STNWG,4,M,C,3,T
1.14,0.501252982,0,0,0,HBACK,2,M,C,6,T
3.84,0.477781341,0,0,0,STNWG,1,F,C,4,T
3.38,0.230465576,0,0,0,STNWG,2,M,C,2,T
0.46,0.553487795,0,0,0,SEDAN,4,M,C,6,T
1.55,0.12279349,0,0,0,UTE,4,M,C,2,T
2.93,0.114107532,0,0,0,STNWG,3,M,C,3,T
1.63,0.134830972,0,0,0,STNWG,3,F,C,4,T
0.95,0.583712688,0,0,0,SEDAN,4,M,C,4,T
1.45,0.318132709,0,0,0,HBACK,1,F,C,3,T
1.79,0.166943559,0,0,0,HBACK,1,M,C,1,T
1.31,0.411136657,0,0,0,COUPE,3,F,C,4,T
2.56,0.326851304,0,0,0,STNWG,3,F,C,3,T
2.02,0.297789301,0,0,0,SEDAN,2,F,C,4,T
1.12,0.093855394,0,0,0,HBACK,2,F,C,5,T
1.92,0.775906956,0,0,0,SEDAN,3,M,C,3,T
0.68,0.412046899,0,0,0,HBACK,3,F,C,2,T
0.63,0.53856406,0,0,0,SEDAN,4,F,C,3,T
1.23,0.425770314,0,0,0,UTE,4,M,C,5,T
1.28,0.109058135,0,0,0,HBACK,1,F,C,3,T
3.01,0.195897274,0,0,0,STNWG,3,M,C,5,T
0.71,0.329981078,0,0,0,HBACK,3,M,C,6,T
0.42,0.408527123,0,0,0,STNWG,4,F,C,4,T
0.97,0.429457396,0,0,0,HBACK,3,F,C,6,T
2.18,0.322292906,0,0,0,SEDAN,2,M,C,6,T
0.77,0.437510426,0,0,0,TRUCK,3,M,C,5,T
0.72,0.314094897,0,0,0,SEDAN,4,M,C,4,T
0.8,0.318937182,0,0,0,HBACK,3,M,C,4,T
0.76,0.307023049,0,0,0,SEDAN,4,F,C,6,T
2.94,0.443444684,0,0,0,STNWG,3,M,C,4,T
0.82,0.704171049,0,0,0,TRUCK,3,F,C,4,T
2.36,0.34403806,0,0,0,SEDAN,1,F,C,3,T
2.08,0.304669042,0,0,0,STNWG,3,M,C,6,T
0.77,0.346025981,0,0,0,SEDAN,4,F,C,4,T
1.13,0.362503281,0,0,0,HBACK,4,F,C,5,T
1.62,0.6758273,0,0,0,SEDAN,3,M,C,4,T
2.81,0.354917504,0,0,0,SEDAN,1,F,C,3,T
3.54,0.441094012,0,0,0,MCARA,3,M,C,4,T
0.9,0.270260664,0,0,0,HBACK,3,M,C,2,T
1.93,0.795169334,0,0,0,SEDAN,2,F,C,5,T
1.34,0.760353691,0,0,0,HBACK,1,F,C,6,T
0.8,0.797498356,0,0,0,HBACK,3,F,C,5,T
0.39,0.14532232,0,0,0,HBACK,4,F,C,3,T
1.59,0.786506077,0,0,0,SEDAN,3,F,C,6,T
1.47,0.999335483,0,0,0,HBACK,1,M,C,5,T
6.4,0.795385024,0,0,0,STNWG,1,F,C,1,T
0.77,0.10858026,0,0,0,HBACK,4,F,C,6,T
0.42,0.796506817,0,0,0,SEDAN,4,F,C,3,T
1.49,0.84011505,0,0,0,SEDAN,3,M,C,4,T
1.55,0.414871458,0,0,0,HBACK,2,F,C,2,T
3.58,0.215448502,0,0,0,SEDAN,1,F,C,3,T
3.02,0.196929494,0,0,0,STNWG,3,M,C,2,T
6.1,0.801362803,0,0,0,STNWG,1,F,C,3,T
1.65,0.796876412,0,0,0,STNWG,4,M,C,3,T
1.41,0.393572944,0,0,0,SEDAN,3,F,C,1,T
1.49,0.825052868,0,0,0,SEDAN,3,M,C,4,T
2.5,0.792309091,0,0,0,TRUCK,3,M,C,4,T
1.46,0.248320559,0,0,0,SEDAN,3,M,C,3,T
1.78,0.777191398,0,0,0,SEDAN,1,F,C,3,T
2.2,0.520347657,0,0,0,SEDAN,2,M,C,5,T
1.1,0.266889856,0,0,0,HBACK,3,F,C,1,T
1.26,0.048243445,0,0,0,TRUCK,2,M,C,5,T
0.79,0.415727611,0,0,0,HBACK,4,M,C,3,T
1.31,0.999328552,0,0,0,HBACK,2,F,C,4,T
1.24,0.088925963,0,0,0,SEDAN,4,F,C,3,T
1.14,0.200247476,0,0,0,STNWG,4,M,C,5,T
1.58,0.918852894,0,0,0,UTE,3,M,C,1,T
1.99,0.85225879,0,0,0,HBACK,3,F,C,4,T
1.36,0.533255484,0,0,0,HBACK,2,F,C,4,T
